Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
2937,Providence State University,2.62,Masters,Chicago,N/A,1,0,N/A,3,Junior SWE,12/23,03/24,ML Engineer,02/23,11/23,Lawyer,11/22,02/23
2938,Providence State University,2.44,Masters,Miami,N/A,1,0,N/A,4,Lawyer,11/20,N/A,Senior SWE,03/20,07/20,Junior SWE,05/19,04/20
2939,Providence School,3.18,Phd,Miami,M,1,0,0,1,Lawyer,07/22,N/A,Junior SWE,12/21,04/22,Senior SWE,02/21,01/22
2940,Providence School,3.15,Phd,Chicago,M,N/A,0,0,0,Senior SWE,06/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2941,State Providence College,3.39,Phd,Boston,M,N/A,1,N/A,2,Senior SWE,07/23,N/A,Data scientist,08/22,06/23,Research Assistant,05/22,08/22
2942,Providence University,2.56,Phd,Providence,N/A,1,1,1,4,Data scientist,08/20,10/20,Research Assistant,09/19,03/20,Junior SWE,06/19,12/19
2943,Providence School,2.71,Phd,Miami,N/A,N/A,1,1,0,Junior SWE,07/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A
2944,State Providence College,2.14,Bachelors,Providence,M,1,1,1,0,Junior SWE,07/21,N/A,ML Engineer,12/20,05/21,Lawyer,05/20,09/20
2945,State Providence College,2.64,Phd,Chicago,M,0,0,1,4,Data scientist,02/20,N/A,Senior SWE,04/19,09/19,Research Assistant,09/18,02/19
2946,Providence University,3.2,Bachelors,Boston,N/A,N/A,0,0,1,Senior SWE,11/20,09/21,Teaching Assistant,02/20,06/20,N/A,N/A,N/A
2947,Providence University,2.61,Bachelors,Miami,N/A,N/A,0,1,0,Junior SWE,11/22,05/23,Junior SWE,03/22,06/22,Data scientist,06/21,03/22
2948,Providence School,3.06,Bachelors,Providence,N/A,0,0,1,2,Data scientist,09/21,12/21,Teaching Assistant,11/20,05/21,Data scientist,04/20,10/20
2949,Providence School,2.72,Bachelors,Miami,N/A,1,0,1,2,Lawyer,03/23,09/23,Data scientist,08/22,02/23,Junior SWE,11/21,04/22
2950,Providence State University,2.93,Bachelors,Boston,M,0,1,N/A,4,Senior SWE,11/21,12/21,N/A,N/A,N/A,N/A,N/A,N/A
2951,State Providence College,2.34,Bachelors,Providence,F,N/A,1,0,2,Data scientist,06/22,03/23,Data scientist,09/21,03/22,ML Engineer,12/20,08/21
2952,Providence State University,2.83,Masters,Miami,M,1,1,0,3,Data scientist,02/20,10/20,ML Engineer,02/19,01/20,ML Engineer,02/19,08/19
2953,Providence School,1.6,Bachelors,Boston,F,1,1,1,1,Senior SWE,03/21,N/A,Data scientist,08/20,01/21,N/A,N/A,N/A
2954,Providence State University,2.73,Masters,Boston,N/A,0,1,0,4,Lawyer,09/20,04/21,Teaching Assistant,11/19,04/20,Data scientist,05/19,10/19
2955,State Providence College,2.15,Masters,Miami,N/A,0,0,N/A,2,Senior SWE,07/21,09/21,Senior SWE,11/20,06/21,Junior SWE,05/20,08/20
2956,Providence School,3.28,Bachelors,Boston,N/A,1,0,N/A,3,Lawyer,09/23,N/A,Data scientist,10/22,08/23,Junior SWE,05/22,10/22
2957,Providence School,3.11,Phd,Chicago,M,0,1,1,3,Senior SWE,03/23,N/A,Lawyer,09/22,02/23,Research Assistant,09/21,04/22
2958,Providence University,2.99,Bachelors,Chicago,N/A,N/A,0,N/A,4,ML Engineer,12/21,N/A,Senior SWE,04/21,07/21,Research Assistant,11/20,04/21
2959,Providence University,3.41,Bachelors,Boston,F,0,0,N/A,3,ML Engineer,04/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2960,Providence State University,2.42,Masters,Providence,F,0,1,1,1,Lawyer,01/20,N/A,Junior SWE,06/19,12/19,Junior SWE,01/19,02/19
2961,Providence University,3.5,Bachelors,Los Angeles,N/A,N/A,0,0,4,Senior SWE,01/20,06/20,Junior SWE,07/19,08/19,Research Assistant,11/18,01/19
2962,Providence State University,3.17,Masters,Boston,N/A,1,1,0,4,Senior SWE,05/22,07/22,ML Engineer,07/21,01/22,Lawyer,03/21,09/21
2963,Providence University,2.71,Phd,Boston,N/A,1,0,1,1,Senior SWE,08/22,06/23,ML Engineer,08/21,04/22,Research Assistant,04/21,11/21
2964,Providence University,3.25,Masters,Boston,M,1,0,N/A,2,Data scientist,11/21,N/A,Lawyer,03/21,10/21,N/A,N/A,N/A
2965,Providence University,2.36,Phd,Chicago,F,0,0,0,2,Lawyer,12/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2966,State Providence College,2.47,Masters,Chicago,F,N/A,0,0,2,Junior SWE,09/22,02/23,Teaching Assistant,01/22,08/22,ML Engineer,05/21,03/22
2967,Providence State University,2.56,Masters,Chicago,F,1,0,0,1,Data scientist,07/22,05/23,Junior SWE,10/21,04/22,ML Engineer,01/21,10/21
2968,Providence University,2.59,Masters,Boston,F,0,1,0,4,Data scientist,09/23,05/24,Junior SWE,09/22,05/23,Lawyer,03/22,09/22
2969,Providence University,2.38,Phd,Miami,M,0,0,0,0,Data scientist,07/20,N/A,Junior SWE,08/19,06/20,Senior SWE,01/19,08/19
2970,State Providence College,3.29,Bachelors,Boston,N/A,N/A,1,1,2,Data scientist,04/20,11/20,Teaching Assistant,05/19,12/19,Lawyer,12/18,08/19
2971,Providence State University,2.7,Masters,Providence,M,N/A,0,N/A,0,Data scientist,04/20,06/20,Junior SWE,04/19,01/20,N/A,N/A,N/A
2972,Providence School,2.94,Masters,Miami,F,N/A,1,N/A,4,Junior SWE,08/21,10/21,Data scientist,08/20,03/21,Junior SWE,06/20,08/20
2973,Providence School,2.57,Bachelors,Los Angeles,N/A,0,0,N/A,1,Data scientist,06/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A
2974,Providence School,2.07,Phd,Chicago,N/A,0,1,1,3,Senior SWE,03/20,N/A,Senior SWE,03/19,12/19,Lawyer,11/18,03/19
2975,Providence University,2.91,Bachelors,Providence,F,0,1,0,1,Data scientist,05/23,11/23,Senior SWE,08/22,01/23,Junior SWE,12/21,11/22
2976,Providence State University,2.04,Bachelors,Los Angeles,N/A,N/A,0,0,1,Data scientist,04/20,N/A,Lawyer,06/19,11/19,N/A,N/A,N/A
2977,State Providence College,2.77,Bachelors,Boston,M,0,0,N/A,4,Senior SWE,12/20,03/21,Data scientist,03/20,07/20,Teaching Assistant,06/19,01/20
2978,Providence School,2.25,Masters,Chicago,M,N/A,1,0,1,Junior SWE,02/21,N/A,Junior SWE,05/20,09/20,N/A,N/A,N/A
2979,Providence State University,3.59,Bachelors,Chicago,N/A,0,1,1,3,Junior SWE,01/23,N/A,Junior SWE,03/22,12/22,Data scientist,10/21,07/22
2980,Providence State University,3.16,Phd,Boston,N/A,N/A,0,1,2,Junior SWE,11/22,08/23,ML Engineer,02/22,07/22,Junior SWE,11/21,05/22
2981,Providence State University,2.84,Phd,Boston,N/A,1,0,1,1,Lawyer,07/23,08/23,ML Engineer,08/22,05/23,ML Engineer,05/22,07/22
2982,State Providence College,3.31,Masters,Boston,M,1,1,N/A,4,Data scientist,10/21,12/21,Lawyer,04/21,05/21,Lawyer,04/20,10/20
2983,State Providence College,2.46,Bachelors,Los Angeles,N/A,0,0,N/A,2,Data scientist,01/22,N/A,Junior SWE,03/21,09/21,Teaching Assistant,09/20,07/21
2984,State Providence College,3.02,Phd,Los Angeles,F,N/A,0,0,0,ML Engineer,04/21,N/A,Lawyer,09/20,01/21,N/A,N/A,N/A
2985,Providence University,2.88,Phd,Boston,M,N/A,1,0,4,Data scientist,04/20,N/A,Data scientist,09/19,11/19,Junior SWE,02/19,05/19
2986,Providence University,2.91,Phd,Chicago,M,0,0,N/A,2,Data scientist,02/22,N/A,Senior SWE,07/21,12/21,Teaching Assistant,11/20,06/21
2987,Providence State University,3.31,Masters,Chicago,N/A,0,1,N/A,1,ML Engineer,02/21,N/A,Junior SWE,04/20,01/21,Senior SWE,01/20,03/20
2988,Providence School,3.09,Phd,Boston,M,N/A,1,N/A,2,Data scientist,10/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2989,State Providence College,2.92,Masters,Los Angeles,F,1,0,N/A,2,Lawyer,01/21,N/A,Teaching Assistant,01/20,12/20,Data scientist,01/20,03/20
2990,Providence State University,2.14,Phd,Chicago,N/A,N/A,1,N/A,3,Data scientist,08/23,05/24,Data scientist,09/22,07/23,Senior SWE,08/22,09/22
2991,Providence State University,2.42,Bachelors,Los Angeles,F,N/A,1,N/A,3,Senior SWE,10/21,02/22,Junior SWE,10/20,06/21,N/A,N/A,N/A
2992,State Providence College,2.75,Bachelors,Los Angeles,F,1,1,N/A,4,Junior SWE,11/23,N/A,Teaching Assistant,12/22,09/23,Senior SWE,10/22,04/23
2993,Providence University,2.84,Phd,Miami,M,N/A,0,N/A,4,ML Engineer,12/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2994,Providence State University,2.35,Bachelors,Providence,F,1,1,0,0,ML Engineer,01/20,05/20,ML Engineer,05/19,12/19,Senior SWE,08/18,04/19
2995,Providence State University,3.76,Masters,Miami,N/A,N/A,1,0,2,Data scientist,04/23,N/A,Lawyer,04/22,03/23,Data scientist,03/22,07/22
2996,State Providence College,3.41,Bachelors,Miami,N/A,N/A,1,N/A,2,Senior SWE,12/23,N/A,ML Engineer,12/22,07/23,Data scientist,09/22,05/23
2997,Providence School,3.04,Bachelors,Miami,M,N/A,0,1,4,Data scientist,01/20,N/A,Senior SWE,01/19,08/19,Research Assistant,08/18,07/19
2998,Providence State University,2.83,Bachelors,Boston,F,0,1,1,0,Lawyer,07/23,04/24,ML Engineer,12/22,05/23,Data scientist,06/22,08/22
2999,Providence University,2.72,Masters,Boston,N/A,N/A,0,1,1,Senior SWE,08/21,09/21,Junior SWE,01/21,07/21,Teaching Assistant,06/20,12/20
3000,Providence School,2.42,Masters,Miami,F,1,0,0,0,ML Engineer,04/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3001,Providence School,2.83,Masters,Los Angeles,N/A,N/A,1,N/A,4,Junior SWE,09/23,08/24,ML Engineer,09/22,06/23,Research Assistant,09/22,11/22
3002,State Providence College,2.9,Masters,Boston,N/A,N/A,0,0,0,Data scientist,04/21,12/21,Junior SWE,07/20,01/21,Data scientist,12/19,08/20
3003,Providence University,2.3,Bachelors,Providence,N/A,0,1,N/A,4,Junior SWE,01/23,09/23,Senior SWE,01/22,12/22,Senior SWE,07/21,05/22
3004,Providence State University,2.93,Bachelors,Chicago,M,0,1,0,3,Senior SWE,03/22,N/A,Teaching Assistant,05/21,10/21,ML Engineer,03/21,09/21
3005,State Providence College,2.74,Phd,Los Angeles,N/A,1,0,N/A,4,ML Engineer,09/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A
3006,Providence University,2.04,Phd,Los Angeles,N/A,1,1,N/A,2,Junior SWE,05/23,N/A,ML Engineer,10/22,03/23,ML Engineer,03/22,05/22
3007,Providence State University,2.46,Masters,Los Angeles,F,0,1,N/A,2,Junior SWE,04/21,N/A,Lawyer,10/20,03/21,Research Assistant,12/19,04/20
3008,Providence University,2.63,Masters,Chicago,F,N/A,0,N/A,2,Lawyer,12/22,11/23,Lawyer,12/21,11/22,Data scientist,11/21,03/22
3009,State Providence College,3.56,Phd,Miami,N/A,N/A,1,1,4,Data scientist,10/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3010,Providence School,3.02,Phd,Chicago,F,1,0,N/A,3,Lawyer,06/21,N/A,Lawyer,12/20,04/21,Teaching Assistant,06/20,06/20
3011,Providence University,2.27,Bachelors,Providence,M,0,1,N/A,3,ML Engineer,10/22,N/A,ML Engineer,12/21,08/22,Lawyer,08/21,11/21
3012,Providence School,2.99,Masters,Boston,N/A,1,0,0,0,Senior SWE,10/21,09/22,ML Engineer,01/21,08/21,Junior SWE,09/20,03/21
3013,Providence State University,2.18,Bachelors,Miami,N/A,1,1,1,2,Data scientist,11/20,05/21,N/A,N/A,N/A,N/A,N/A,N/A
3014,Providence School,3.23,Masters,Chicago,M,N/A,1,0,0,Lawyer,06/20,N/A,ML Engineer,08/19,04/20,N/A,N/A,N/A
3015,Providence University,2.61,Phd,Chicago,N/A,1,1,N/A,2,Data scientist,04/22,07/22,Teaching Assistant,10/21,01/22,Teaching Assistant,10/20,09/21
3016,Providence University,2.76,Phd,Miami,N/A,N/A,0,1,4,Senior SWE,05/21,N/A,Junior SWE,07/20,01/21,Lawyer,01/20,09/20
3017,Providence University,3.33,Masters,Providence,M,N/A,0,N/A,4,ML Engineer,03/20,N/A,Senior SWE,08/19,02/20,N/A,N/A,N/A
3018,State Providence College,2.29,Masters,Boston,N/A,0,1,1,2,ML Engineer,11/23,N/A,Teaching Assistant,02/23,10/23,Lawyer,06/22,05/23
3019,Providence State University,2.24,Bachelors,Chicago,F,0,1,0,4,ML Engineer,09/23,04/24,Teaching Assistant,03/23,04/23,Lawyer,08/22,03/23
3020,Providence State University,2.57,Masters,Boston,F,N/A,1,0,0,Lawyer,04/23,N/A,Lawyer,10/22,12/22,Research Assistant,10/21,04/22
3021,Providence State University,3.22,Bachelors,Miami,F,0,1,0,2,Senior SWE,07/21,N/A,Junior SWE,10/20,04/21,ML Engineer,02/20,08/20
3022,Providence University,2.19,Bachelors,Providence,N/A,1,0,N/A,0,Data scientist,05/22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3023,Providence University,1.67,Bachelors,Boston,F,N/A,1,N/A,4,Lawyer,05/21,04/22,Research Assistant,08/20,03/21,Junior SWE,11/19,07/20
3024,State Providence College,2.62,Phd,Providence,N/A,1,0,1,4,Senior SWE,01/22,04/22,Lawyer,01/21,11/21,Lawyer,08/20,05/21
3025,State Providence College,3.02,Masters,Los Angeles,F,0,1,N/A,1,Data scientist,09/21,10/21,Junior SWE,03/21,07/21,Data scientist,07/20,01/21
3026,Providence School,3.28,Phd,Boston,M,0,1,N/A,2,Senior SWE,10/21,N/A,ML Engineer,12/20,05/21,N/A,N/A,N/A
3027,Providence School,2.61,Masters,Chicago,N/A,0,1,N/A,2,ML Engineer,12/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A
3028,State Providence College,2.64,Bachelors,Miami,F,0,0,N/A,3,ML Engineer,03/20,01/21,Research Assistant,03/19,10/19,Teaching Assistant,03/19,03/19
3029,State Providence College,3.26,Bachelors,Chicago,N/A,N/A,1,1,2,ML Engineer,11/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3030,Providence School,2.05,Phd,Miami,M,1,1,0,0,Lawyer,11/23,N/A,Research Assistant,03/23,08/23,ML Engineer,06/22,12/22
3031,State Providence College,2.64,Bachelors,Providence,M,1,0,N/A,1,Data scientist,07/21,N/A,Research Assistant,08/20,02/21,N/A,N/A,N/A
3032,State Providence College,2.88,Phd,Boston,F,1,0,1,2,ML Engineer,09/23,05/24,Lawyer,01/23,06/23,Research Assistant,06/22,09/22
3033,Providence School,2.98,Masters,Miami,F,0,0,N/A,0,Junior SWE,08/23,11/23,ML Engineer,12/22,04/23,Data scientist,06/22,08/22
3034,Providence University,2.6,Masters,Los Angeles,M,N/A,0,N/A,3,Data scientist,01/22,06/22,Lawyer,02/21,12/21,Data scientist,10/20,01/21
3035,State Providence College,2.81,Phd,Boston,F,N/A,1,N/A,3,Senior SWE,06/20,N/A,Research Assistant,11/19,01/20,Lawyer,04/19,08/19
3036,State Providence College,1.8,Bachelors,Chicago,N/A,0,1,N/A,4,Junior SWE,11/23,N/A,Research Assistant,11/22,07/23,Data scientist,09/22,05/23
3037,State Providence College,2.54,Masters,Chicago,N/A,1,0,N/A,2,Junior SWE,11/21,N/A,Data scientist,03/21,08/21,Junior SWE,08/20,12/20
3038,Providence School,2.98,Phd,Chicago,N/A,1,1,1,2,Lawyer,07/21,N/A,Junior SWE,11/20,02/21,Research Assistant,07/20,07/20
3039,Providence University,2.41,Masters,Boston,N/A,0,0,N/A,2,Data scientist,09/22,N/A,Data scientist,02/22,06/22,Data scientist,08/21,10/21
3040,State Providence College,2.82,Bachelors,Boston,M,N/A,1,N/A,4,Junior SWE,06/23,N/A,Junior SWE,10/22,02/23,Lawyer,04/22,06/22
3041,Providence University,2.98,Phd,Boston,F,N/A,1,0,1,Data scientist,12/21,01/22,Senior SWE,06/21,09/21,N/A,N/A,N/A
3042,Providence State University,2.66,Phd,Providence,F,N/A,1,N/A,2,Data scientist,07/21,11/21,Teaching Assistant,10/20,02/21,Research Assistant,05/20,12/20
3043,Providence School,2.87,Masters,Providence,M,N/A,1,1,2,Junior SWE,07/20,09/20,N/A,N/A,N/A,N/A,N/A,N/A
3044,Providence State University,2.41,Bachelors,Boston,N/A,1,1,0,4,ML Engineer,03/23,01/24,Lawyer,08/22,11/22,Data scientist,10/21,05/22
3045,Providence State University,2.72,Masters,Los Angeles,F,0,1,N/A,4,Senior SWE,05/20,N/A,Senior SWE,09/19,02/20,ML Engineer,01/19,10/19
3046,State Providence College,3.04,Masters,Miami,N/A,N/A,1,1,0,Data scientist,07/20,05/21,Senior SWE,10/19,03/20,Research Assistant,04/19,12/19
3047,Providence School,2.86,Bachelors,Providence,F,0,1,1,0,Lawyer,03/23,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3048,Providence University,2.57,Phd,Chicago,N/A,0,1,N/A,4,ML Engineer,09/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A
3049,Providence State University,2.89,Masters,Boston,N/A,N/A,0,0,1,Senior SWE,08/23,N/A,Junior SWE,08/22,06/23,Research Assistant,07/22,12/22
3050,Providence School,3.09,Phd,Boston,M,N/A,1,0,1,Senior SWE,04/23,06/23,Data scientist,08/22,03/23,Teaching Assistant,11/21,09/22
3051,State Providence College,1.98,Bachelors,Providence,F,0,0,N/A,3,Junior SWE,04/23,01/24,ML Engineer,08/22,03/23,ML Engineer,03/22,08/22
3052,Providence State University,3.26,Masters,Providence,N/A,N/A,1,N/A,3,Data scientist,05/20,01/21,Junior SWE,10/19,03/20,ML Engineer,11/18,05/19
3053,Providence University,2.67,Masters,Los Angeles,F,N/A,0,0,2,Lawyer,12/23,08/24,ML Engineer,06/23,08/23,N/A,N/A,N/A
3054,Providence State University,2.97,Bachelors,Chicago,M,N/A,1,N/A,2,ML Engineer,03/23,08/23,Senior SWE,05/22,11/22,Senior SWE,01/22,08/22
3055,Providence School,3.28,Bachelors,Miami,N/A,0,0,0,3,Senior SWE,08/21,04/22,ML Engineer,09/20,07/21,Teaching Assistant,02/20,11/20
3056,Providence University,2.25,Phd,Chicago,N/A,N/A,0,1,3,Data scientist,01/20,05/20,Data scientist,06/19,08/19,ML Engineer,09/18,03/19
3057,State Providence College,2.52,Bachelors,Miami,M,N/A,1,0,3,Data scientist,09/20,N/A,Junior SWE,12/19,07/20,ML Engineer,08/19,01/20
3058,Providence School,2.68,Phd,Chicago,F,N/A,1,1,3,Senior SWE,07/23,10/23,Research Assistant,01/23,02/23,Senior SWE,05/22,09/22
3059,Providence State University,2.49,Masters,Chicago,F,N/A,0,N/A,2,Junior SWE,07/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3060,State Providence College,3.49,Masters,Chicago,N/A,1,0,1,2,Junior SWE,09/21,N/A,Research Assistant,10/20,04/21,N/A,N/A,N/A
3061,State Providence College,2.46,Masters,Chicago,F,0,0,N/A,4,ML Engineer,09/22,N/A,Data scientist,02/22,07/22,Teaching Assistant,09/21,11/21
3062,State Providence College,2.58,Masters,Miami,M,0,0,N/A,1,Junior SWE,03/22,N/A,Teaching Assistant,03/21,12/21,ML Engineer,03/21,04/21
3063,Providence School,2.88,Masters,Los Angeles,N/A,0,1,N/A,2,Senior SWE,07/21,N/A,Data scientist,07/20,02/21,Lawyer,03/20,08/20
3064,Providence School,2.32,Bachelors,Boston,F,0,1,N/A,2,Data scientist,04/20,04/21,Teaching Assistant,06/19,03/20,N/A,N/A,N/A
3065,State Providence College,2.64,Masters,Los Angeles,F,N/A,0,N/A,0,Lawyer,05/20,N/A,Junior SWE,10/19,12/19,Teaching Assistant,05/19,08/19
3066,State Providence College,2.93,Phd,Chicago,N/A,0,1,1,1,Data scientist,04/23,04/24,N/A,N/A,N/A,N/A,N/A,N/A
3067,Providence State University,2.67,Phd,Los Angeles,F,1,1,1,1,Senior SWE,06/22,11/22,Data scientist,06/21,05/22,ML Engineer,03/21,10/21
3068,Providence University,2.76,Masters,Boston,M,1,1,1,4,Lawyer,11/21,03/22,Research Assistant,12/20,06/21,ML Engineer,06/20,12/20
3069,State Providence College,2.59,Phd,Boston,F,0,1,1,3,ML Engineer,02/23,N/A,Teaching Assistant,07/22,11/22,Senior SWE,01/22,07/22
3070,Providence University,2.19,Bachelors,Chicago,N/A,0,1,N/A,1,Lawyer,08/20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3071,Providence School,2.93,Masters,Miami,N/A,1,1,N/A,2,Senior SWE,06/23,06/24,Lawyer,06/22,01/23,Teaching Assistant,03/22,11/22
3072,Providence School,3.5,Phd,Providence,F,N/A,1,N/A,4,Data scientist,02/23,01/24,Lawyer,06/22,01/23,Lawyer,08/21,02/22
3073,State Providence College,2.81,Bachelors,Providence,F,1,0,1,1,Senior SWE,09/21,07/22,Lawyer,02/21,06/21,N/A,N/A,N/A
3074,State Providence College,2.89,Bachelors,Boston,M,N/A,1,1,3,Junior SWE,12/23,N/A,ML Engineer,12/22,10/23,Data scientist,06/22,01/23
3075,Providence University,3.08,Phd,Providence,N/A,1,0,1,4,Junior SWE,04/21,05/21,Data scientist,06/20,03/21,Junior SWE,11/19,05/20
3076,Providence University,2.29,Bachelors,Los Angeles,M,N/A,1,0,3,Data scientist,01/22,09/22,Junior SWE,07/21,09/21,Lawyer,12/20,06/21
3077,Providence School,3.48,Phd,Los Angeles,N/A,0,0,0,4,Lawyer,05/23,N/A,Research Assistant,06/22,03/23,Data scientist,05/22,06/22
3078,Providence State University,2.88,Phd,Boston,N/A,1,0,1,0,Junior SWE,07/20,N/A,Junior SWE,07/19,05/20,Lawyer,05/19,11/19
3079,Providence School,3.45,Bachelors,Miami,F,0,1,1,0,Lawyer,11/20,07/21,ML Engineer,11/19,06/20,Teaching Assistant,06/19,05/20
3080,Providence State University,2.51,Masters,Providence,F,1,1,N/A,3,Lawyer,10/23,06/24,Junior SWE,03/23,09/23,Data scientist,09/22,02/23
3081,State Providence College,3.53,Masters,Chicago,N/A,0,1,0,0,ML Engineer,10/22,N/A,Teaching Assistant,12/21,09/22,Teaching Assistant,10/21,03/22
3082,Providence State University,3.11,Bachelors,Chicago,N/A,0,1,N/A,2,Lawyer,01/20,06/20,Lawyer,03/19,08/19,Data scientist,07/18,01/19
3083,State Providence College,3.02,Masters,Los Angeles,F,N/A,0,1,2,Junior SWE,02/22,01/23,Research Assistant,05/21,12/21,Lawyer,12/20,06/21
3084,Providence School,2.89,Masters,Providence,F,0,0,0,2,Junior SWE,04/23,N/A,Data scientist,09/22,03/23,Senior SWE,01/22,07/22
3085,State Providence College,2.7,Masters,Miami,N/A,0,1,1,4,Lawyer,10/22,08/23,Junior SWE,02/22,08/22,Lawyer,04/21,12/21
3086,Providence University,3.28,Bachelors,Providence,F,N/A,0,N/A,2,ML Engineer,12/21,04/22,Junior SWE,06/21,07/21,Teaching Assistant,09/20,03/21
3087,State Providence College,2.86,Phd,Los Angeles,N/A,N/A,1,1,4,Lawyer,11/20,N/A,Senior SWE,05/20,07/20,Lawyer,08/19,03/20
3088,Providence University,2.01,Phd,Boston,N/A,1,1,1,2,Senior SWE,09/22,10/22,Senior SWE,11/21,08/22,Research Assistant,09/21,01/22
3089,Providence School,2.35,Masters,Boston,N/A,0,1,N/A,4,Lawyer,04/20,N/A,Senior SWE,10/19,02/20,Research Assistant,01/19,07/19
3090,Providence University,2.73,Phd,Chicago,F,1,0,0,3,Data scientist,08/22,03/23,Data scientist,02/22,06/22,Data scientist,07/21,02/22
3091,Providence State University,2.92,Masters,Providence,F,1,1,1,3,ML Engineer,04/20,11/20,Lawyer,08/19,12/19,Research Assistant,02/19,10/19
3092,State Providence College,2.78,Masters,Providence,F,N/A,1,1,2,Junior SWE,06/20,07/20,N/A,N/A,N/A,N/A,N/A,N/A
3093,Providence University,3.29,Masters,Boston,M,N/A,0,1,0,Senior SWE,05/23,06/23,Lawyer,08/22,01/23,Junior SWE,11/21,07/22
3094,Providence University,2.02,Phd,Chicago,N/A,0,1,N/A,3,Junior SWE,01/22,N/A,Research Assistant,01/21,10/21,Data scientist,12/20,03/21
3095,Providence School,2.86,Masters,Boston,M,0,1,0,3,ML Engineer,04/23,12/23,Lawyer,06/22,01/23,Research Assistant,10/21,04/22
3096,State Providence College,2.07,Masters,Chicago,N/A,0,1,N/A,1,Lawyer,04/20,12/20,Data scientist,05/19,11/19,ML Engineer,02/19,04/19
3097,Providence University,3.1,Phd,Los Angeles,N/A,1,0,1,1,ML Engineer,12/22,06/23,Teaching Assistant,12/21,08/22,Lawyer,11/21,12/21
3098,Providence School,2.76,Masters,Providence,F,0,1,0,4,Junior SWE,02/22,03/22,Teaching Assistant,08/21,12/21,N/A,N/A,N/A
3099,State Providence College,2.97,Bachelors,Providence,M,N/A,1,N/A,2,Lawyer,12/21,10/22,Data scientist,02/21,10/21,Lawyer,11/20,03/21
3100,Providence University,2.45,Masters,Los Angeles,F,1,1,1,3,Data scientist,08/20,N/A,Senior SWE,01/20,05/20,Research Assistant,02/19,02/20
3101,Providence University,3.31,Phd,Boston,F,N/A,0,0,3,Junior SWE,04/21,06/21,Junior SWE,06/20,11/20,Senior SWE,04/20,05/20
3102,State Providence College,3.22,Masters,Miami,M,0,0,1,0,Lawyer,12/21,04/22,ML Engineer,06/21,10/21,Teaching Assistant,09/20,05/21
3103,Providence State University,3.03,Phd,Los Angeles,F,1,1,N/A,1,Junior SWE,10/22,N/A,ML Engineer,04/22,07/22,N/A,N/A,N/A
3104,State Providence College,2.75,Bachelors,Chicago,F,1,0,N/A,2,Data scientist,12/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3105,State Providence College,3.03,Masters,Boston,N/A,1,1,N/A,2,Lawyer,04/20,N/A,Junior SWE,06/19,02/20,Data scientist,11/18,08/19
3106,Providence State University,2.52,Masters,Providence,N/A,1,0,0,4,Junior SWE,07/23,10/23,N/A,N/A,N/A,N/A,N/A,N/A
3107,Providence University,3.14,Masters,Chicago,F,N/A,1,N/A,1,Data scientist,04/21,02/22,Senior SWE,08/20,01/21,Senior SWE,10/19,04/20
3108,State Providence College,3.46,Bachelors,Boston,M,1,0,N/A,2,ML Engineer,09/21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3109,Providence State University,3.23,Masters,Providence,F,1,1,1,0,Junior SWE,06/22,N/A,Junior SWE,09/21,02/22,Lawyer,05/21,06/21
3110,Providence State University,2.51,Phd,Chicago,N/A,1,1,N/A,1,Junior SWE,05/22,N/A,Research Assistant,07/21,04/22,Research Assistant,03/21,09/21
3111,Providence School,2.94,Bachelors,Miami,N/A,N/A,0,N/A,3,Junior SWE,07/22,01/23,Junior SWE,12/21,03/22,Data scientist,05/21,12/21
3112,Providence University,2.28,Phd,Miami,N/A,N/A,1,N/A,3,Senior SWE,08/23,N/A,ML Engineer,01/23,06/23,Data scientist,05/22,01/23
3113,State Providence College,3.03,Masters,Providence,N/A,0,0,N/A,3,Data scientist,09/22,N/A,Teaching Assistant,12/21,05/22,ML Engineer,03/21,12/21
3114,Providence State University,2.98,Phd,Boston,M,N/A,0,N/A,2,Junior SWE,11/20,11/21,Senior SWE,04/20,07/20,ML Engineer,06/19,02/20
3115,Providence University,2.05,Bachelors,Chicago,F,N/A,1,0,4,Senior SWE,06/20,01/21,Research Assistant,09/19,03/20,Research Assistant,01/19,09/19
